question,answer
"<p>Hello I have been trying to use the <a href=""https://msdn.microsoft.com/en-us/library/microsoft.office.interop.excel.range.pastespecial.aspx"" rel=""nofollow"">PasteSpecial</a> paste values on another sheet but every thing I've tried I keep receiving the same error. </p>

<blockquote>
  <p>PasteSpecial method of Range class failed</p>
</blockquote>

<pre><code>xl.Application xlApp = Globals.ThisWorkbook.Application;
xl.Workbook wb = xlApp.ActiveWorkbook;
xl.Worksheet data = wb.Sheets[""Data""];
xl.Worksheet datasheet = wb.Sheets[""DataSheet""];
xl.Worksheet pivot = wb.Sheets[""Pivot""];
xl.Range dataRng = data.Range[""A1:C"" + 
      xlApp.WorksheetFunction.CountA(data.Range[""A:A""])];
xl.Range pivotRng = pivot.Range[""A1""];

addPivot ap = new addPivot();
ap.DataRange = dataRng;
ap.DestRng = pivotRng;
ap.PivotSheet = pivot;
ap.createPivot(""FullName"",""Date"");

pivot.PivotTables(""PivotTable1"").NullString = ""0"";
pivot.UsedRange.Copy();   

datasheet.Range[""A2:GT999""].ClearContents();  

datasheet.Range[""A2""].PasteSpecial(xl.XlPasteType.xlPasteValues, 
                                   xl.XlPasteSpecialOperation.xlPasteSpecialOperationNone, 
                                   System.Type.Missing, System.Type.Missing);

datasheet.Range[""2:2""].ClearContents();
</code></pre>

<p>I have Tried </p>

<pre><code>datasheet.Range[""A2""].PasteSpecial(xl.XlPasteType.xlPasteValues

datasheet.Range[""A2""].PasteSpecial(xl.XlPasteType.xlPasteValues, 
                                   xl.XlPasteSpecialOperation.xlPasteSpecialOperationNone)
</code></pre>

<p>and what you see above.</p>

<p>thanks!</p>
","<p>Do the <code>ClearContents</code> before the <code>Copy</code>.  Excel is removing your copied range (same as hitting <code>ESC</code> in the program) when you clear those cells out.  Then you are trying to <code>PasteSpecial</code> but nothing is in the clipboard any longer.</p>

<pre><code>//...code above

datasheet.Range[""A2:GT999""].ClearContents();  

pivot.UsedRange.Copy();

datasheet.Range[""A2""].PasteSpecial(xl.XlPasteType.xlPasteValues, 
                                   xl.XlPasteSpecialOperation.xlPasteSpecialOperationNone, 
                                   System.Type.Missing, System.Type.Missing);                                   
//code below...
</code></pre>

<p>If you are debugging this step-by-step, you would see the dashed border around the copied range disappear after the <code>ClearContents</code> call.  Excel is a bit odd (but predictable) about when the copied range is forgotten.  Editing cells anywhere in the <code>Workbook</code> is one sure way to make it forget.</p>
"
"<p>I need to insert a row into an existing Excel worksheet using C# but keep the existing formatting.</p>

<p>The default behaviour in Excel is to use the formatting of the row above, which in some cases is what I don't want as this could be different.</p>

<p>I am sure I have seen that there is a way to specify using the format of the row below rather than from the row above but I can't find it now.</p>

<p>Does anyone know how to specify this?</p>

<p>This is the code I am using:</p>

<pre><code>sheet.Range[string.Format(""{0}:{0}"", row)]
  .EntireRow
  .Insert(
  Excel.XlInsertShiftDirection.xlShiftDown);
</code></pre>
","<p>You need to use the <code>CopyOrigin</code> parameter as well.</p>

<pre><code>sheet.Range[string.Format(""{0}:{0}"", row)]
  .EntireRow
  .Insert(
  Excel.XlInsertShiftDirection.xlShiftDown,
  Excel.XlInsertFormatOrigin.xlFormatFromRightOrBelow
)
</code></pre>

<p>See here for details on <a href=""https://msdn.microsoft.com/en-us/library/microsoft.office.interop.excel.range.insert.aspx?cs-save-lang=1&amp;cs-lang=csharp#code-snippet-1"" rel=""nofollow noreferrer"">Insert</a> and <a href=""https://msdn.microsoft.com/en-us/library/microsoft.office.interop.excel.xlinsertformatorigin.aspx"" rel=""nofollow noreferrer"">that enum</a>.</p>

<p>It is possible to get this parameter by recording a macro.  There is a small box that pops up when you insert the row to choose where the formatting comes from.</p>

<p><img src=""https://i.stack.imgur.com/UILH0.png"" alt=""format options""></p>
"
"<p>Here is my current formula I use to pull the latest live date for a customer out of a web query.</p>

<pre><code>{=LARGE(
    IF(Table_owssvr_1[HQ Name]=B1,1,0)*
    IF(ISNUMBER(Table_owssvr_1[Live Date]),Table_owssvr_1[Live Date],0),
  1)}
</code></pre>

<p><code>B1</code> is the name of the customer.  <code>HQ name</code> is column <code>A</code> and contains customer names.  </p>

<p>This formula will give me the latest open date for the customer but it doesn't filter whether it was a live, closed, or customer on hold.  The problem I am having is that I need to have this formula check one more column in that table to see that is matches <code>Live -3</code> before giving me the largest date.  It is column <code>C</code> in the table <code>Status</code>.  If the data in the column says <code>Live -3</code> for that customer, then I need it to pull the largest date from among multiple entries that say the <code>Live -3</code>.  The dates are in column <code>L</code>, <code>Live Date</code>.</p>

<p>I've been attempting using match and index function but have had no luck.  I appreciate any help.</p>
","<p>This should be as simple as multiplying in another condition that returns <code>1/0</code>.  You will get a 0 unless both conditions are met.</p>

<pre><code>{=LARGE(
    IF(Table_owssvr_1[HQ Name]=B1,1,0)*
    IF(Table_owssvr_1[Status]=""Live -3"",1,0)*
    IF(ISNUMBER(Table_owssvr_1[Live Date]),Table_owssvr_1[Live Date],0),
  1)}
</code></pre>
"
"<p>I am trying to go through each CommandButton on a worksheet. But I keep getting the Type Mismatch error when I try to run my function. I really dont know what mistake I am making here. Could someone please help me.</p>

<pre><code>Sub Worksheet_Calculate()


Dim s As Shape
Dim findShape As String

findShape = ""Not Found"" 
For Each s In Me.Shapes
    If Intersect(s.TopLeftCell.Address, Range(""D8:D21,D52:D64,D107:D117"")) = True Then
      findShape = s.Name
        MsgBox findShape, vbOKOnly
        Else
        MsgBox ""The active cell does Intersect ""

     End If
Next
</code></pre>
","<p>You are not using <code>Intersect</code> correctly.  <code>Intersect</code> returns the <em><code>Range</code></em> which is the intersection of two other ranges.  If you want to know that the two <code>Ranges</code> have something in common, you check that the result is not <code>Nothing</code>.  Specifically you do:</p>

<pre><code>Dim s As Shape
Dim findShape As String

findShape = ""Not Found""
For Each s In Me.Shapes
    If Not Intersect(s.TopLeftCell, Range(""D8:D21,D52:D64,D107:D117"")) Is Nothing Then
        findShape = s.Name
        MsgBox findShape, vbOKOnly
    Else
    MsgBox ""The active cell does Intersect ""

    End If
Next
</code></pre>

<p>Note that I have also removed <code>.Address</code> from <code>TopLeftCell</code>.  <code>Intersect</code> works on <code>Ranges</code> which is what <code>TopLeftCell</code> already is.  <code>Address</code> returns a string which is not what <code>Intersect</code> wants.  I think this error is actually what's causing the run time error, although the incorrect usage of <code>Intersect</code> would be next.</p>
"
"<p>I have a dataset where I have about 200 <code>\N</code> and I'd like to replace <code>\N</code> with the date/day value in the row above. Such as for row 641, I want to change the date to 10-Nov-14 and day to Mon:  </p>

<p><img src=""https://i.stack.imgur.com/Uoz4B.png"" alt=""enter image description here"">  </p>

<p>If this can be done in R, does the format of date matter? As currently, these dates are shown as factors.</p>
","<p>This can be done rapidly in Excel with a quick use of <code>Find</code> and <code>FindNext</code>.  Assuming you want to replace all of the <code>\N</code> on the <code>ActiveSheet</code>, this code will terminate once it has replaced them all.  <code>Offset(-1)</code> gets the value one row up.</p>

<pre><code>Sub ReplaceWithValueAbove()

    Dim rng_search As Range
    Set rng_search = ActiveSheet.UsedRange.Find(""\N"")

    While Not rng_search Is Nothing
        'set to row above
        rng_search = rng_search.Offset(-1)

        'find the next one
        Set rng_search = ActiveSheet.UsedRange.FindNext()
    Wend

End Sub
</code></pre>

<p><strong>Before and After pictures</strong></p>

<p><img src=""https://i.stack.imgur.com/EyCGh.png"" alt=""before""> <img src=""https://i.stack.imgur.com/Hw5sD.png"" alt=""after""></p>
"
"<p>I worked on VSTO C# Excel 2013. I tried and searched many approaches to find a way to trigger more events.</p>

<p>One of the important events I need is, cells formatted event (changing background color, merging cells.</p>

<p>Is there any way?</p>
","<p>There is no such event.  Your main events are for <code>Workbook</code> and <code>Worksheet</code> objects.  Intellisense is presumably giving them all to you.  If not, check out the <a href=""https://msdn.microsoft.com/en-us/library/microsoft.office.interop.excel.worksheet_events.aspx"" rel=""nofollow"">MS reference for <code>Worksheet</code> events</a>.  There is a similar list for <code>Workbook</code>.  These are also the same as the events available within the VBA editor inside Excel.</p>

<p>If you want to cheat and make an event, it involves watching all of the cells and detecting the change yourself using the <code>Worksheet_SelectionChange</code> event.  See related: <a href=""http://stackoverflow.com/questions/21342408/how-to-detect-changes-in-cell-format"">How to detect changes in cell format?</a></p>

<p>Note that approach will not work if you are trying to detect format changes that are effected by your code instead of the user (unless of course you are using <code>Select</code> in your code which would be inadvisable).</p>
"
"<p>I don't quite understand the differences between the combobox properties <code>SelText</code> and <code>Text</code>.</p>

<p>If I want to send the content of a combobox as a parameter to another procedure, should I send <code>.text</code> or <code>.selText</code>?</p>

<p>If I want to make enter text into a combobox using a macro, should I write the text in <code>.selText</code> or <code>.Text</code>?</p>
","<p>The difference is really given in the name (<strong>Sel</strong>Text vs. Text) where <strong>Sel</strong> stands for <code>Selected</code>.  One is used to return or modify the selected text (i.e. <code>SelText</code>) and the other is used to return or modify the entire text (i.e. <code>Text</code>).</p>

<p>If no text is selected in the ComboBox then they return and modify the same value.</p>

<p>I suspect you want to use <code>Text</code> unless you are specifically interested in the selected text.</p>

<p>This appears to be consistent for an ActiveX control on a <code>Worksheet</code> or for a control on a User Form.</p>
"
"<p>I have a script I put together to import multiple text files that are semi colon delimited in to new workbooks for each file that is selected. It is about 99% functional aside from the fact it seems to paste all of the data from the selected text files in a column after the correctly imported columns in the new workbook. I'm not entirely sure what part of the code is causing this to be pasted in to that particular row. Below is the main part of the code. Can anyone identify where the issue might be?</p>

<p>Also I just want to say thanks to the community here. I have learned a lot by going through other posts on this forum.</p>

<pre><code>FilesToOpen = Application.GetOpenFilename _
  (FileFilter:=""Text Files (*.txt), *.txt"", _
  MultiSelect:=True, Title:=""Text Files to Open"")



For i = LBound(FilesToOpen) To UBound(FilesToOpen)
    Set wkb = Workbooks.Open(FilesToOpen(i))
    Set wks = wkb.ActiveSheet
     With wks.QueryTables.Add(Connection:= _
        ""TEXT;"" &amp; FilesToOpen(i), Destination:=Range(""A1""))
        .FieldNames = True
        .RowNumbers = False
        .FillAdjacentFormulas = False
        .PreserveFormatting = True
        .RefreshOnFileOpen = False
        .SavePassword = False
        .SaveData = True
        .AdjustColumnWidth = True
        .RefreshPeriod = 0
        .TextFilePromptOnRefresh = False
        .RefreshStyle = xlInsertDeleteCells
        .TextFilePlatform = 437
        .TextFileStartRow = 1
        .TextFileParseType = xlDelimited
        .TextFileTextQualifier = xlTextQualifierDoubleQuote
        .TextFileConsecutiveDelimiter = True
        .TextFileTabDelimiter = False
        .TextFileSemicolonDelimiter = True
        .TextFileCommaDelimiter = False
        .TextFileSpaceDelimiter = False
        .TextFileColumnDataTypes = Array(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, _
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)
        .TextFileTrailingMinusNumbers = True
        .Refresh BackgroundQuery:=False
    End With
Next i
</code></pre>
","<p>Your issue is the use of <code>Workbooks.Open</code> to get a new <code>Workbook</code>.  You are really opening the text file in the same way as going to <code>File-&gt;Open</code>.  If you want a <em>new</em> <code>Workbook</code> to dump the data, create it explicitly using <code>Set wkb = Workbooks.Add()</code> instead of your current call to <code>Workbooks.Open</code>.  You are seeing the file's data because you opened the file first.</p>

<p><strong>Full code</strong></p>

<pre><code>FilesToOpen = Application.GetOpenFilename _
  (FileFilter:=""Text Files (*.txt), *.txt"", _
  MultiSelect:=True, Title:=""Text Files to Open"")



For i = LBound(FilesToOpen) To UBound(FilesToOpen)
    Set wkb = Workbooks.Add()
    Set wks = wkb.ActiveSheet
     With wks.QueryTables.Add(Connection:= _
        ""TEXT;"" &amp; FilesToOpen(i), Destination:=Range(""A1""))
        .FieldNames = True
        .RowNumbers = False
        .FillAdjacentFormulas = False
        .PreserveFormatting = True
        .RefreshOnFileOpen = False
        .SavePassword = False
        .SaveData = True
        .AdjustColumnWidth = True
        .RefreshPeriod = 0
        .TextFilePromptOnRefresh = False
        .RefreshStyle = xlInsertDeleteCells
        .TextFilePlatform = 437
        .TextFileStartRow = 1
        .TextFileParseType = xlDelimited
        .TextFileTextQualifier = xlTextQualifierDoubleQuote
        .TextFileConsecutiveDelimiter = True
        .TextFileTabDelimiter = False
        .TextFileSemicolonDelimiter = True
        .TextFileCommaDelimiter = False
        .TextFileSpaceDelimiter = False
        .TextFileColumnDataTypes = Array(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, _
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)
        .TextFileTrailingMinusNumbers = True
        .Refresh BackgroundQuery:=False
    End With
Next i
</code></pre>
"
"<p><strong>Update Below -- 6/4</strong></p>

<p>I have two worksheets in excel. One is a list of donors with their check#/amount/ Donor ID ( ""<em>donations</em>"" worksheet) and the other is a copy of the accounting info with Donor ID/check#/amounts (<em>quickbooks</em> worksheet). Quickbooks does not have the DonorID's filled in yet. </p>

<p>The issue I have is that i need match up Donor ID's with their checks. To get this i need to match the <code>check#</code> and <code>amount</code> in ""Quickbooks"" to the same in ""Donations"",  when they match,  it will give me the Donor ID that corresponds with that check.</p>

<p>Here is how it is laid out:</p>

<pre><code>Donations Worksheet:
     A                  B           C
 DonationID           Check#     Amount
1   179                106        $200
2   210                106        $500
3   220                106        $600

Quickbooks Worksheet:
      A                B          C
  DonationID         Check#     Amount
1    n/a              106        200
2    N/a              1074       500
3    N/a              300        1000
</code></pre>

<p>When I ask to find ""check# 106 is for $200""  it should tell me that it is from Donor 179. </p>

<p>Some checks don't match and are not from donors. The list has close to 50000 names.</p>

<p>Please ask me any questions so i can clarify this more. I am also somewhat new to all this and apologize if I am not to clear.</p>

<p>~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~</p>

<p>Thanks everyone for your help. We are not there yet but you were all steering me in the right direction.</p>

<p>I have added a screen shot of the page for reference because the team was having issues making the given formula's work. I also combined the two sheets onto one page so there is less cross worksheet referencing and will be easier to read.</p>

<p><strong>Cknum = Check#</strong> </p>

<p><img src=""https://i.stack.imgur.com/ktSLB.jpg"" alt=""worksheet""></p>
","<p>One quick way out of this problem is to create a Pivot Table on the <code>Donations</code> data and then use <code>GETPIVOTDATA</code> to pull values out of it to get the donation id on the <code>Quickbooks</code> table.</p>

<p>This is easily done if the donation ID is always numeric.  You set up a Pivot Table with row fields including check number and amount.  You then set the values to be equal to <code>MIN</code> or <code>MAX</code> of the donation ID.  If there is only one result you will get it immediately.  If there is a clash, you can determine this by switching over to <code>COUNT</code> and flag any of those <code>&gt;1</code>.</p>

<p>Once you have the table set up with <code>MAX</code> you can then quickly use <code>GETPIVOTDATA</code> to pull in the matching value.</p>

<p>This assumes that your <code>amount</code> values are close enough (in the floating point decimal sense) to match.  Nearly all will be.  Some may not.  If you can get 50k records down to 100 though to double check, then life is good.</p>

<p><strong>Picture of sample data and Pivot set up</strong>, shows the Pivot Table built on the left data (with the donation ID).  The lookup data is on the right.</p>

<p><img src=""https://i.stack.imgur.com/wjwqT.png"" alt=""data and pivot""></p>

<p><strong>Formula</strong> for the lookup is a simple <code>GETPIVOTDATA</code>, this is in cell <code>F3</code> and copied down.</p>

<pre><code>=GETPIVOTDATA(""Donation"",$B$10,""Check"",G3,""Amount"",H3)
</code></pre>

<p>You will get the <code>#REF!</code> error if a match is not made.  See the last row for an example.</p>
"
"<p>I am having a heck of a time having code from one workbook (""W1"") open another workbook (""W2"") and perform deletions in W2.  When I run it, it selects the ranges in W2 but will not delete the selection.  I figured out I must be explict with naming W2 for the deletions, but I'm getting lost with it.  Any help would be very appreciated.</p>

<p>My code is as follows:</p>

<pre><code>Sub Clear_FM_Contents()

Dim f As FileDialog
Dim varfile As Variant
Dim path As Variant

'Prompt the user to select the Excel File to Import
Set f = Application.FileDialog(msoFileDialogFilePicker)

'Error handling with file selector
If f.Show = False Then
    MsgBox ""You clicked Cancel in the file dialog box.""
    End
End If

'Set the path of the User selected file
For Each varfile In f.SelectedItems
    path = varfile
Next

'Create the Excel object
Dim xlApp As Excel.Application
Set xlApp = CreateObject(""Excel.Application"")
xlApp.Visible = True

'Open the selected Excel file
xlApp.Workbooks.Open path, True, False

'Clear all Template Inputs
With xlApp.ActiveWorkbook
    .Sheets(""Mrkt Data"").Select
    With xlApp.ActiveWorkbook.ActiveSheet
        .Range(""E36,E5,E7,E10,E13,E17,E39,J7:J11,J13:J20,J24:J29,J31:J33,J35,O21"").Select
        .Range(""O21"").Activate
        xlApp.ActiveWorkbook.ActiveSheet.Selection.ClearContents
    End With
    'Close the Excel File
    ActiveWorkbook.Save
    ActiveWorkbook.Close  
End With
'Close Excel
xlApp.Quit
'Eliminate the xl app object from memory
Set xlApp = Nothing

MsgBox ""Model Inputs Cleared""
End Sub
</code></pre>
","<p>If <code>Select</code> works, then just replace it with <code>ClearContents</code> instead and delete the 2 lines under it that try to <code>Activate</code> and <code>Clear</code>.  I suspect the issue is <code>Activate</code> and that <code>O21</code> is being cleared but not the others.  You could also just delete the <code>Activate</code> line but I am trying to clean up an instance of <code>Select</code> that is not needed.</p>

<pre><code>With xlApp.ActiveWorkbook.ActiveSheet
    .Range(""E36,E5,E7,E10,E13,E17,E39,J7:J11,J13:J20,J24:J29,J31:J33,J35,O21"").ClearContents
End With
</code></pre>

<p>instead of</p>

<pre><code>With xlApp.ActiveWorkbook.ActiveSheet
    .Range(""E36,E5,E7,E10,E13,E17,E39,J7:J11,J13:J20,J24:J29,J31:J33,J35,O21"").Select
    .Range(""O21"").Activate
    xlApp.ActiveWorkbook.ActiveSheet.Selection.ClearContents
End With
</code></pre>

<p>You could also compress the <code>With</code> and do it all on one line, but that is too wide for here so I didn't do it.</p>

<p>You should also take a look at <a href=""http://stackoverflow.com/questions/10714251/how-to-avoid-using-select-in-excel-vba-macros/10717999#10717999"">this post about not using Select.</a></p>
"
"<p>I am trying to copy a set of filtered data from one sheet to the bottom of another sheet. And my code works great except for the first time upon opening the file I get a:</p>

<blockquote>
  <p>Run Time error 1004</p>
</blockquote>

<p>If I quit the debugger and re-run the macro it works great.<br>
Here is my code: noted where the problem occurs.</p>

<pre><code>Sub MoveData_Click()
    'Select the filtered alarm data and paste on the master spreadsheet
    Sheets(""DailyGen"").Select
    ActiveSheet.UsedRange.Offset(5, 0).SpecialCells _
        (xlCellTypeVisible).Copy

    Sheets(""2015 Master"").Select

    If ActiveWorkbook.ActiveSheet.FilterMode _
    Or ActiveWorkbook.ActiveSheet.AutoFilterMode Then
        ActiveWorkbook.ActiveSheet.ShowAllData
    End If

    Range(""C4"").Select
    Selection.End(xlDown).Select
    ActiveCell.Offset(1, -2).Range(""A1"").Select
    ActiveSheet.Paste '~~&gt; THIS IS WHERE IT ERRORS

    'Sort newest to oldest in the date column

    ActiveWorkbook.Worksheets(""2015 Master"").ListObjects(""Table44"").Sort.SortFields.Clear
    ActiveWorkbook.Worksheets(""2015 Master"").ListObjects(""Table44"").Sort.SortFields.Add _
        Key:=Range(""Table44[[#All],[Active Time]]""), _
        SortOn:=xlSortOnValues, 
        Order:=xlDescending, DataOption:=xlSortNormal
    With ActiveWorkbook.Worksheets(""2015 Master"").ListObjects(""Table44"").Sort
       .Header = xlYes
       .MatchCase = False
       .Orientation = xlTopToBottom
       .SortMethod = xlPinYin
       .Apply
    End With
End Sub
</code></pre>
","<p>When you <code>ShowAllData</code> (same as <code>Data-&gt;Clear</code> in the Filter section) you are emptying the clipboard and telling Excel to forget about the copied <code>Range</code>.  Do it outside of VBA to confirm if you want.  Excel loves to empty the clipboard when you edit a cell or do much of anything other than selecting.</p>

<p>To fix, do the <code>Copy</code> after the <code>ShowAllData</code>.  In your case, you will have to <code>Select</code> the <code>Worksheet</code> back and forth.</p>

<p>You should generally work to avoid using <code>Select</code> and <code>Activate</code> for your VBA.  <a href=""http://stackoverflow.com/questions/10714251/how-to-avoid-using-select-in-excel-vba-macros"">See this post for details.</a></p>

<p>Here is the final code with the changes made:</p>

<pre><code>Sub MoveData_Click()

'Select the filtered alarm data and paste on the master spreadsheet

Sheets(""2015 Master"").Select
If ActiveWorkbook.ActiveSheet.FilterMode Or ActiveWorkbook.ActiveSheet.AutoFilterMode Then
ActiveWorkbook.ActiveSheet.ShowAllData
End If

Sheets(""DailyGen"").Select
ActiveSheet.UsedRange.Offset(5, 0).SpecialCells _
    (xlCellTypeVisible).Copy

Sheets(""2015 Master"").Select
Range(""C4"").Select
Selection.End(xlDown).Select
ActiveCell.Offset(1, -2).Range(""A1"").Select
ActiveSheet.Paste

 'Sort newest to oldest in the date column

ActiveWorkbook.Worksheets(""2015 Master"").ListObjects(""Table44"").Sort.SortFields.Clear
    ActiveWorkbook.Worksheets(""2015 Master"").ListObjects(""Table44"").Sort.SortFields.Add _
    Key:=Range(""Table44[[#All],[Active Time]]""), SortOn:=xlSortOnValues, Order _
     :=xlDescending, DataOption:=xlSortNormal
With ActiveWorkbook.Worksheets(""2015 Master"").ListObjects(""Table44"").Sort
   .Header = xlYes
   .MatchCase = False
   .Orientation = xlTopToBottom
   .SortMethod = xlPinYin
   .Apply
End With

End Sub
</code></pre>
"
"<p>I have a set of data where each item has a 2D array of information corresponding to it. I'd like to create a 3D array where the first dimension is the item name and the second and third dimensions are taken up by the info corresponding to the item.</p>

<p>I can read the data for each item into a 2D array, but I can't figure out how to get the 2D array read into the 3D array.</p>

<p>I know the sizes of all the dimensions so I can create an array of fixed size before I begin the reading and writing process.</p>

<p>I'd like to do this by looping only through the names of the items and not looping through every cell of every 2D array.</p>

<p>It is easy to get the 2D arrays read in to an ArrayList but I want to be able to name the items and be able to read these back in to excel and it seems difficult to do with an ArrayList.</p>

<p>The question is: how do I read a 2D selection from excel into a 3D fixed sized array in VBA?</p>
","<p>Here is an example of each approach: array of arrays or <code>Dictionary</code> of arrays.  The <strong>Dictionary approach is considerably easier</strong> than the array of arrays if what you want is keyed lookup of values.  There might be merits to the array of arrays in other cases.</p>

<p>This is dummy code with no real purpose but to show a couple things: grabbing a single value and an array of values.  I am building a 2D array of values by grabbing some <code>Range</code> data which is easy and 2D.  From there I build up the arrays of these values and then put them into the relevant data structure.  Then I poke at the data structure to get some values out of it.</p>

<p><strong>Array of Arrays approach</strong> is shown first (and outputs on the left of the picture).</p>

<pre><code>Sub ArraysOfArrays()

    Dim arrA() As Variant
    Dim arrB() As Variant

    'wire up a 2-D array
    arrA = Range(""B2:D4"").Value
    arrB = Range(""F2:H4"").Value

    Dim arrCombo() As Variant
    ReDim arrCombo(2, 1) As Variant

    'name and give data
    arrCombo(0, 0) = ""arrA""
    arrCombo(1, 0) = arrA

    'add more elements
    ReDim Preserve arrCombo(2, 2)

    arrCombo(0, 1) = ""arrB""
    arrCombo(1, 1) = arrB

    'output a single result
    'cell(2,2) of arrA
    Range(""B6"") = arrCombo(1, 0)(2, 2)

    Dim str_search As String
    str_search = ""arrB""

    'iterate through and output arrB to cells
    Dim i As Integer
    For i = LBound(arrCombo, 1) To UBound(arrCombo, 1)
        If arrCombo(0, i) = str_search Then
            Range(""B8"").Resize(3, 3).Value = arrCombo(1, i)
        End If
    Next i
End Sub
</code></pre>

<p>Couple key points here:</p>

<ul>
<li>You can only expand the array using <code>ReDim</code>.  <code>ReDim</code> is very particular that you only <a href=""http://stackoverflow.com/a/13184027/4288101"">change the last dimension of the array</a> when used with <code>Preserve</code>.  Since I need one of them to track the number of entries, I do that in the second index which is... unnatural.  If you know the size in advance, this painful step is skipped.</li>
<li>My final array is a 2xN array where the 2 contains a name and a YxZ array of data.</li>
<li>In order to find a given array in the mix, you have to iterate through them all.</li>
</ul>

<p><strong>Dictionary of Arrays</strong> is far less code and more elegant.  Be sure to add the reference <code>Tools-&gt;References</code> in the VBA editor to Microsoft Scripting Runtime.</p>

<pre><code>Sub DictionaryOfArrays()

    Dim dict As New Scripting.Dictionary

    'wire up a 2-D array
    arrA = Range(""B2:D4"").Value
    arrB = Range(""F2:H4"").Value

    dict.Add ""arrA"", arrA
    dict.Add ""arrB"", arrB

    'get a single value
    Range(""F6"") = dict(""arrB"")(2, 2)

    'get a array of values
    Range(""F8"").Resize(3, 3) = dict(""arrA"")

End Sub
</code></pre>

<p><strong>Picture of input data and results</strong></p>

<p><img src=""https://i.stack.imgur.com/ApX58.png"" alt=""data and results""></p>

<p>Data to copy if you want it (paste in <code>B1</code>)</p>

<pre><code>a               b       
1   2   3       10  11  12
4   5   6       13  14  15
7   8   9       16  17  18
</code></pre>
"
